Count,"Tradelist Count",Name,Edition,"Card Number",Condition,Foil,Signed,"Artist Proof","Altered Art",Misprint,Promo,Textless,"My Price"
1,,"Wildfire Eternal","Hour of Devastation",109,,,,,,,,,0.42
1,,"Wildfire Eternal","Hour of Devastation",109,,foil,,,,,,,0.56
1,,"Without Weakness","Hour of Devastation",81,,,,,,,,,0.19
1,,"Wretched Camel","Hour of Devastation",82,,foil,,,,,,,0.16
1,,"Stromkirk Captain","Commander 2017",197,,,,,,,,,0.75
2,,"Ancient Brontodon",Ixalan,175,,,,,,,,,0.20
1,,"Atzocan Archer",Ixalan,176,,,,,,,,,0.25
1,,"Belligerent Brontodon",Ixalan,218,,,,,,,,,0.25
1,,"Bellowing Aegisaur",Ixalan,4,,,,,,,,,0.25
1,,"Blight Keeper",Ixalan,92,,,,,,,,,0.18
1,,"Bonded Horncrest",Ixalan,133,,,,,,,,,0.25
2,,"Brazen Buccaneers",Ixalan,134,,,,,,,,,0.17
1,,"Carnage Tyrant",Ixalan,179,,,,,,,,,9.49
1,,"Carnage Tyrant",Ixalan,179,,foil,,,,,,,16.04
1,,"Chart a Course",Ixalan,48,,,,,,,,,0.48
1,,"Colossal Dreadmaw",Ixalan,180,,,,,,,,,0.18
2,,"Commune with Dinosaurs",Ixalan,181,,,,,,,,,0.25
1,,"Contract Killing",Ixalan,95,,,,,,,,,0.20
1,,"Costly Plunder",Ixalan,96,,,,,,,,,0.25
2,,"Crash the Ramparts",Ixalan,182,,,,,,,,,0.18
2,,"Crushing Canopy",Ixalan,183,,,,,,,,,0.18
1,,"Crushing Canopy",Ixalan,183,,foil,,,,,,,0.24
1,,"Deadeye Plunderers",Ixalan,220,,,,,,,,,0.25
1,,"Deadeye Tormentor",Ixalan,98,,,,,,,,,0.18
1,,"Deathless Ancient",Ixalan,100,,,,,,,,,0.25
1,,"Deeproot Champion",Ixalan,185,,,,,,,,,0.48
1,,Demystify,Ixalan,8,,,,,,,,,0.18
2,,"Desperate Castaways",Ixalan,101,,,,,,,,,0.17
1,,"Dire Fleet Captain",Ixalan,221,,,,,,,,,0.25
1,,"Dire Fleet Hoarder",Ixalan,102,,,,,,,,,0.19
1,,"Dire Fleet Interloper",Ixalan,103,,,,,,,,,0.17
4,,"Dive Down",Ixalan,53,,,,,,,,,0.26
3,,"Dragonskull Summit",Ixalan,252,,,,,,,,,4.26
1,,"Dragonskull Summit",Ixalan,252,,foil,,,,,,,6.52
2,,"Drowned Catacomb",Ixalan,253,,,,,,,,,7.04
1,,Duress,Ixalan,105,,,,,,,,,0.22
1,,"Duskborne Skymarcher",Ixalan,9,,,,,,,,,0.25
1,,"Elaborate Firecannon",Ixalan,237,,,,,,,,,0.23
1,,"Emissary of Sunrise",Ixalan,10,,,,,,,,,0.25
1,,"Encampment Keeper",Ixalan,11,,,,,,,,,0.18
1,,"Entrancing Melody",Ixalan,55,,,,,,,,,0.49
1,,"Fathom Fleet Cutthroat",Ixalan,107,,,,,,,,,0.19
2,,"Fathom Fleet Firebrand",Ixalan,142,,,,,,,,,0.17
1,,"Favorable Winds",Ixalan,56,,,,,,,,,0.50
2,,"Fiery Cannonade",Ixalan,143,,,,,,,,,0.25
1,,"Fire Shrine Keeper",Ixalan,144,,,,,,,,,0.19
1,,"Firecannon Blast",Ixalan,145,,,,,,,,,0.19
4,,"Forest (277)",Ixalan,277,,,,,,,,,0.18
4,,"Forest (276)",Ixalan,276,,,,,,,,,0.18
4,,"Forest (278)",Ixalan,278,,,,,,,,,0.20
4,,"Forest (279)",Ixalan,279,,,,,,,,,0.20
1,,"Frenzied Raptor",Ixalan,146,,,,,,,,,0.17
1,,"Goring Ceratops",Ixalan,13,,,,,,,,,0.49
3,,"Grazing Whiptail",Ixalan,190,,,,,,,,,0.19
1,,"Grim Captain's Call",Ixalan,108,,,,,,,,,0.25
1,,"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",Ixalan,191a/191b,,,,,,,,,28.28
2,,"Headstrong Brute",Ixalan,147,,,,,,,,,0.19
1,,"Headwater Sentries",Ixalan,58,,,,,,,,,0.17
1,,"Herald of Secret Streams",Ixalan,59,,,,,,,,,3.01
1,,"Hierophant's Chalice",Ixalan,240,,,,,,,,,0.25
1,,Hijack,Ixalan,148,,,,,,,,,0.20
1,,"Huatli, Warrior Poet",Ixalan,224,,,,,,,,,3.62
4,,"Island (265)",Ixalan,265,,,,,,,,,0.28
4,,"Island (264)",Ixalan,264,,,,,,,,,0.20
4,,"Island (266)",Ixalan,266,,,,,,,,,0.20
4,,"Island (267)",Ixalan,267,,,,,,,,,0.19
1,,"Ixalan's Binding",Ixalan,17,,,,,,,,,0.39
2,,"Ixalli's Keeper",Ixalan,193,,,,,,,,,0.17
1,,"Jace, Cunning Castaway",Ixalan,60,,,,,,,,,1.95
1,,"Jade Guardian",Ixalan,194,,,,,,,,,0.20
2,,"Jungle Delver",Ixalan,195,,,,,,,,,0.17
2,,"Kinjalli's Caller",Ixalan,18,,,,,,,,,0.25
1,,"Kinjalli's Sunwing",Ixalan,19,,,,,,,,,2.19
1,,"Kitesail Freebooter",Ixalan,110,,,,,,,,,0.41
1,,"Legion Conquistador",Ixalan,20,,,,,,,,,0.17
2,,"Legion's Judgment",Ixalan,21,,,,,,,,,0.18
4,,"Lightning Strike",Ixalan,149,,,,,,,,,0.25
2,,"Looming Altisaur",Ixalan,23,,,,,,,,,0.20
1,,"Mark of the Vampire",Ixalan,113,,,,,,,,,0.17
1,,"Mavren Fein, Dusk Apostle",Ixalan,24,,,,,,,,,1.07
4,,"Merfolk Branchwalker",Ixalan,197,,,,,,,,,0.35
4,,"Mountain (273)",Ixalan,273,,,,,,,,,0.19
4,,"Mountain (272)",Ixalan,272,,,,,,,,,0.20
4,,"Mountain (274)",Ixalan,274,,,,,,,,,0.20
4,,"Mountain (275)",Ixalan,275,,,,,,,,,0.22
1,,"New Horizons",Ixalan,198,,,,,,,,,0.20
2,,"One With the Wind",Ixalan,64,,,,,,,,,0.19
4,,Opt,Ixalan,65,,,,,,,,,0.25
1,,"Perilous Voyage",Ixalan,67,,,,,,,,,0.25
1,,"Pious Interdiction",Ixalan,26,,,,,,,,,0.17
1,,"Pirate's Cutlass",Ixalan,242,,,,,,,,,0.19
4,,"Plains (261)",Ixalan,261,,,,,,,,,0.20
4,,"Plains (260)",Ixalan,260,,,,,,,,,0.20
4,,"Plains (262)",Ixalan,262,,,,,,,,,0.20
4,,"Plains (263)",Ixalan,263,,,,,,,,,0.19
1,,"Primal Amulet // Primal Wellspring",Ixalan,243a/243b,,,,,,,,,14.13
1,,"Prosperous Pirates",Ixalan,69,,,,,,,,,0.20
2,,"Prying Blade",Ixalan,244,,,,,,,,,0.25
2,,"Queen's Agent",Ixalan,114,,,,,,,,,0.17
1,,"Queen's Commission",Ixalan,29,,,,,,,,,0.20
1,,"Raiders' Wake",Ixalan,116,,,,,,,,,0.74
1,,"Rallying Roar",Ixalan,30,,,,,,,,,0.24
1,,"Raptor Companion",Ixalan,31,,,,,,,,,0.17
1,,"Raptor Hatchling",Ixalan,155,,,,,,,,,0.25
1,,"Ravenous Daggertooth",Ixalan,202,,,,,,,,,0.20
1,,"Ripjaw Raptor",Ixalan,203,,,,,,,,,2.11
2,,"Ritual of Rejuvenation",Ixalan,32,,,,,,,,,0.20
1,,"River Heralds' Boon",Ixalan,204,,,,,,,,,0.19
2,,"Rootbound Crag",Ixalan,256,,,,,,,,,3.71
1,,"Rootbound Crag",Ixalan,256,,foil,,,,,,,6.06
2,,"Sailor of Means",Ixalan,73,,,,,,,,,0.20
2,,"Search for Azcanta // Azcanta, the Sunken Ruin",Ixalan,74a/74b,,,,,,,,,7.10
5,,"Seekers' Squire",Ixalan,121,,,,,,,,,0.25
1,,"Sentinel Totem",Ixalan,245,,,,,,,,,0.25
1,,"Settle the Wreckage",Ixalan,34,,,,,,,,,3.47
1,,"Shaper Apprentice",Ixalan,75,,,,,,,,,0.19
1,,"Shapers of Nature",Ixalan,228,,,,,,,,,0.25
2,,"Shipwreck Looter",Ixalan,76,,,,,,,,,0.18
1,,"Shore Keeper",Ixalan,77,,,,,,,,,0.18
1,,"Siren Lookout",Ixalan,78,,,,,,,,,0.20
3,,"Siren Stormtamer",Ixalan,79,,,,,,,,,0.69
1,,"Skittering Heartstopper",Ixalan,122,,,,,,,,,0.18
1,,"Sky Terror",Ixalan,229,,,,,,,,,0.26
2,,"Skyblade of the Legion",Ixalan,37,,,,,,,,,0.18
1,,"Slice in Twain",Ixalan,207,,,,,,,,,0.25
2,,"Spell Pierce",Ixalan,81,,,,,,,,,0.33
2,,"Spreading Rot",Ixalan,125,,,,,,,,,0.17
1,,"Steadfast Armasaur",Ixalan,39,,,,,,,,,0.25
1,,"Storm Fleet Pyromancer",Ixalan,163,,,,,,,,,0.18
2,,"Sun-Crowned Hunters",Ixalan,164,,,,,,,,,0.22
2,,"Sunrise Seeker",Ixalan,40,,,,,,,,,0.17
1,,"Sure Strike",Ixalan,166,,,,,,,,,0.17
4,,"Swamp (269)",Ixalan,269,,,,,,,,,0.21
4,,"Swamp (268)",Ixalan,268,,,,,,,,,0.19
4,,"Swamp (270)",Ixalan,270,,,,,,,,,0.20
4,,"Swamp (271)",Ixalan,271,,,,,,,,,0.25
1,,Swashbuckling,Ixalan,167,,,,,,,,,0.17
1,,"Territorial Hammerskull",Ixalan,41,,,,,,,,,0.22
1,,"Thundering Spineback",Ixalan,210,,,,,,,,,0.25
1,,"Tilonalli's Knight",Ixalan,169,,,,,,,,,0.16
3,,"Tishana's Wayfinder",Ixalan,211,,,,,,,,,0.17
3,,"Unfriendly Fire",Ixalan,172,,,,,,,,,0.16
1,,"Unknown Shores",Ixalan,259,,,,,,,,,0.20
2,,"Vampire's Zeal",Ixalan,43,,,,,,,,,0.18
2,,"Vanquish the Weak",Ixalan,127,,,,,,,,,0.16
1,,"Verdant Rebirth",Ixalan,212,,,,,,,,,0.25
2,,"Vicious Conquistador",Ixalan,128,,,,,,,,,0.40
1,,"Vineshaper Mystic",Ixalan,214,,,,,,,,,0.25
2,,"Vraska's Contempt",Ixalan,129,,,,,,,,,1.74
4,,"Wildgrowth Walker",Ixalan,216,,,,,,,,,0.25
1,,"Wily Goblin",Ixalan,174,,,,,,,,,0.49
1,,"Wind Strider",Ixalan,88,,,,,,,,,0.17
1,,Bloodghast,"Iconic Masters",82,,,,,,,,,14.98
1,,Bloodghast,"Iconic Masters",82,,foil,,,,,,,16.69
1,,"Elesh Norn, Grand Cenobite","Iconic Masters",18,,,,,,,,,26.75
1,,"Nature's Claim","Iconic Masters",177,,,,,,,,,0.82
2,,"Primeval Titan","Iconic Masters",183,,,,,,,,,8.94
1,,Mountain,Unstable,215,,,,,,,,,3.00
4,,Swamp,Unstable,214,,,,,,,,,4.90
1,,"Captain's Hook","Rivals of Ixalan",177,,foil,,,,,,,0.28
4,,"Curious Obsession","Rivals of Ixalan",35,,,,,,,,,1.27
3,,"Dusk Legion Zealot","Rivals of Ixalan",70,,,,,,,,,0.28
3,,"Evolving Wilds","Rivals of Ixalan",186,,,,,,,,,0.25
4,,"Fanatical Firebrand","Rivals of Ixalan",101,,,,,,,,,0.25
2,,"Jadelight Ranger","Rivals of Ixalan",136,,,,,,,,,1.00
1,,"Jadelight Ranger","Rivals of Ixalan",136,,foil,,,,,,,2.48
1,,"Journey to Eternity // Atzal, Cave of Eternity","Rivals of Ixalan",160a/160b,,,,,,,,,7.07
4,,"Legion Lieutenant","Rivals of Ixalan",163,,,,,,,,,1.25
4,,"Mist-Cloaked Herald","Rivals of Ixalan",43,,,,,,,,,0.35
2,,Negate,"Rivals of Ixalan",44,,,,,,,,,0.25
1,,"Pirate's Pillage","Rivals of Ixalan",109,,,,,,,,,0.49
1,,"Rekindling Phoenix","Rivals of Ixalan",111,,,,,,,,,2.91
1,,"Slaughter the Strong","Rivals of Ixalan",22,,,,,,,,,0.73
1,,"Temple Altisaur","Rivals of Ixalan",28,,,,,,,,,0.99
1,,"Dusk Legion Zealot","Masters 25",89,,,,,,,,,0.26
3,,"Nettle Sentinel","Masters 25",182,,,,,,,,,0.45
1,,"Ravenous Chupacabra","Masters 25",104,,,,,,,,,0.98
2,,"Vampire Lacerator","Masters 25",114,,,,,,,,,0.24
2,,"Dwynen's Elite","Duel Decks: Elves vs. Inventors",3,,,,,,,,,0.48
2,,"Ezuri, Renegade Leader","Duel Decks: Elves vs. Inventors",1,,foil,,,,,,,11.51
1,,"Academy Drake",Dominaria,40,,,,,,,,,0.19
1,,"Academy Journeymage",Dominaria,41,,,,,,,,,0.20
1,,"Adamant Will",Dominaria,2,,,,,,,,,0.20
1,,"Adventurous Impulse",Dominaria,153,,,,,,,,,0.25
1,,"Aesthir Glider",Dominaria,209,,,,,,,,,0.18
1,,"Ancient Animus",Dominaria,154,,,,,,,,,0.20
1,,"Arbor Armament",Dominaria,155,,,,,,,,,0.19
1,,"Arcane Flight",Dominaria,43,,,,,,,,,0.20
1,,"Artificer's Assistant",Dominaria,44,,,,,,,,,0.25
1,,"Aven Sentry",Dominaria,3,,,,,,,,,0.19
1,,"Baloth Gorger",Dominaria,156,,,,,,,,,0.19
1,,Befuddle,Dominaria,45,,,,,,,,,0.19
1,,"Benalish Honor Guard",Dominaria,5,,,,,,,,,0.20
1,,"Blessed Light",Dominaria,7,,,,,,,,,0.20
1,,"Blessing of Belzenlok",Dominaria,77,,,,,,,,,0.19
3,,"Blink of an Eye",Dominaria,46,,,,,,,,,0.28
1,,"Bloodstone Goblin",Dominaria,115,,,,,,,,,0.20
1,,"Bloodtallow Candle",Dominaria,212,,,,,,,,,0.19
1,,"Board the Weatherlight",Dominaria,8,,,,,,,,,0.25
1,,"Broken Bond",Dominaria,157,,,,,,,,,0.44
1,,"Cabal Evangel",Dominaria,78,,,,,,,,,0.18
1,,"Cabal Paladin",Dominaria,79,,,,,,,,,0.19
1,,"Caligo Skin-Witch",Dominaria,80,,,,,,,,,0.18
1,,"Call the Cavalry",Dominaria,9,,,,,,,,,0.20
2,,"Cast Down",Dominaria,81,,,,,,,,,0.42
1,,"Chainer's Torment",Dominaria,82,,,,,,,,,0.25
1,,Charge,Dominaria,10,,,,,,,,,0.20
1,,"Cloudreader Sphinx",Dominaria,47,,,,,,,,,0.18
1,,"Cold-Water Snapper",Dominaria,48,,,,,,,,,0.19
1,,"Corrosive Ooze",Dominaria,158,,,,,,,,,0.20
1,,"Darigaaz Reincarnated",Dominaria,193,,,,,,,,,1.00
1,,"Daring Archaeologist",Dominaria,13,,,,,,,,,0.32
1,,"Dark Bargain",Dominaria,83,,,,,,,,,0.20
1,,"D'Avenant Trapper",Dominaria,11,,,,,,,,,0.18
1,,"Deathbloom Thallid",Dominaria,84,,,,,,,,,0.20
1,,"Deep Freeze",Dominaria,50,,,,,,,,,0.20
1,,"Demonic Vigor",Dominaria,85,,,,,,,,,0.25
1,,Divest,Dominaria,87,,,,,,,,,0.22
1,,"Drudge Sentinel",Dominaria,89,,,,,,,,,0.18
1,,Dub,Dominaria,15,,,,,,,,,0.20
1,,Eviscerate,Dominaria,91,,,,,,,,,0.19
1,,"Excavation Elephant",Dominaria,17,,,,,,,,,0.18
1,,"Feral Abomination",Dominaria,92,,,,,,,,,0.19
1,,"Fervent Strike",Dominaria,117,,,,,,,,,0.18
1,,"Fiery Intervention",Dominaria,118,,,,,,,,,0.17
1,,"Fire Elemental",Dominaria,120,,,,,,,,,0.17
1,,"Frenzied Rage",Dominaria,124,,,,,,,,,0.19
1,,"Fungal Infection",Dominaria,94,,,,,,,,,0.23
1,,"Gaea's Blessing",Dominaria,161,,,,,,,,,0.32
1,,"Gaea's Protector",Dominaria,162,,,,,,,,,0.19
1,,"Garna, the Bloodflame",Dominaria,194,,,,,,,,,0.25
1,,"Ghitu Chronicler",Dominaria,125,,,,,,,,,0.19
1,,"Ghitu Journeymage",Dominaria,126,,,,,,,,,0.20
1,,"Ghitu Lavarunner",Dominaria,127,,,,,,,,,0.25
1,,"Gift of Growth",Dominaria,163,,,,,,,,,0.20
2,,"Goblin Chainwhirler",Dominaria,129,,,,,,,,,1.13
1,,"Grow from the Ashes",Dominaria,164,,,,,,,,,0.58
1,,"Grunn, the Lonely King",Dominaria,165,,,,,,,,,0.25
1,,"Guardians of Koilos",Dominaria,216,,,,,,,,,0.19
1,,"Healing Grace",Dominaria,20,,,,,,,,,0.20
4,,"Hinterland Harbor",Dominaria,240,,,,,,,,,8.49
1,,"Homarid Explorer",Dominaria,53,,,,,,,,,0.19
1,,"Invoke the Divine",Dominaria,22,,,,,,,,,0.22
2,,"Isolated Chapel",Dominaria,241,,,,,,,,,5.95
1,,"Jhoira, Weatherlight Captain",Dominaria,197,,,,,,,,,2.67
1,,"Jousting Lance",Dominaria,221,,,,,,,,,0.20
1,,"Karn, Scion of Urza",Dominaria,1,,,,,,,,,8.76
1,,"Keldon Overseer",Dominaria,134,,,,,,,,,0.19
1,,"Keldon Raider",Dominaria,135,,,,,,,,,0.18
1,,"Keldon Warcaller",Dominaria,136,,,,,,,,,0.19
1,,"Knight of New Benalia",Dominaria,24,,,,,,,,,0.18
1,,"Krosan Druid",Dominaria,167,,,,,,,,,0.19
1,,"Lingering Phantom",Dominaria,99,,,,,,,,,0.25
4,,"Llanowar Elves",Dominaria,168,,,,,,,,,0.38
1,,"Llanowar Envoy",Dominaria,169,,,,,,,,,0.18
1,,"Llanowar Scout",Dominaria,170,,,,,,,,,0.29
1,,"Mammoth Spider",Dominaria,171,,,,,,,,,0.19
4,,"Memorial to Folly",Dominaria,242,,,,,,,,,0.25
4,,"Merfolk Trickster",Dominaria,56,,,,,,,,,1.01
1,,"Mesa Unicorn",Dominaria,27,,,,,,,,,0.20
2,,"Multani, Yavimaya's Avatar",Dominaria,174,,,,,,,,,1.70
1,,"Navigator's Compass",Dominaria,225,,,,,,,,,0.22
2,,"Oath of Teferi",Dominaria,200,,,,,,,,,1.34
2,,Opt,Dominaria,60,,,,,,,,,0.25
1,,"Pardic Wanderer",Dominaria,226,,,,,,,,,0.19
1,,"Pierce the Sky",Dominaria,176,,,,,,,,,0.17
1,,"Powerstone Shard",Dominaria,227,,,,,,,,,0.25
1,,"Primevals' Glorious Rebirth",Dominaria,201,,,,,,,,,1.29
1,,"Primordial Wurm",Dominaria,177,,,,,,,,,0.19
1,,"Radiating Lightning",Dominaria,138,,,,,,,,,0.19
1,,"Rampaging Cyclops",Dominaria,139,,,,,,,,,0.19
1,,"Relic Runner",Dominaria,62,,,,,,,,,0.19
1,,Rescue,Dominaria,63,,,,,,,,,0.20
1,,"Rite of Belzenlok",Dominaria,102,,,,,,,,,0.47
1,,"Rona, Disciple of Gix",Dominaria,203,,,,,,,,,0.25
1,,"Run Amok",Dominaria,140,,,,,,,,,0.20
1,,"Saproling Migration",Dominaria,178,,,,,,,,,0.25
1,,"Seismic Shift",Dominaria,141,,,,,,,,,0.20
1,,Sergeant-at-Arms,Dominaria,32,,,,,,,,,0.19
1,,"Serra Angel",Dominaria,33,,,,,,,,,0.25
1,,"Serra Disciple",Dominaria,34,,,,,,,,,0.19
8,,"Shivan Fire",Dominaria,142,,,,,,,,,0.20
1,,"Short Sword",Dominaria,229,,,,,,,,,0.20
1,,"Skirk Prospector",Dominaria,144,,,,,,,,,0.31
1,,"Skittering Surveyor",Dominaria,230,,,,,,,,,0.21
1,,"Slinn Voda, the Rising Deep",Dominaria,66,,,,,,,,,0.26
1,,"Soul Salvage",Dominaria,104,,,,,,,,,0.19
1,,"Sparring Construct",Dominaria,232,,,,,,,,,0.20
1,,"Stronghold Confessor",Dominaria,105,,,,,,,,,0.17
4,,"Sulfur Falls",Dominaria,247,,,,,,,,,4.73
2,,"Tempest Djinn",Dominaria,68,,,,,,,,,0.68
1,,"Thallid Omnivore",Dominaria,106,,,,,,,,,0.20
1,,"Thallid Soothsayer",Dominaria,107,,,,,,,,,0.25
1,,"The Eldest Reborn",Dominaria,90,,,,,,,,,0.47
1,,"The First Eruption",Dominaria,122,,,,,,,,,0.35
3,,"The Flame of Keld",Dominaria,123,,,,,,,,,0.30
1,,"The Mirari Conjecture",Dominaria,57,,,,,,,,,0.49
1,,"Tolarian Scholar",Dominaria,71,,,,,,,,,0.19
1,,"Tragic Poet",Dominaria,37,,,,,,,,,0.19
1,,Unwind,Dominaria,72,,,,,,,,,0.55
1,,"Urgoros, the Empty One",Dominaria,109,,,,,,,,,0.25
1,,"Vicious Offering",Dominaria,110,,,,,,,,,0.20
1,,"Vodalian Arcanist",Dominaria,73,,,,,,,,,0.19
1,,"Voltaic Servant",Dominaria,236,,,,,,,,,0.24
1,,"Warlord's Fury",Dominaria,151,,,,,,,,,0.25
1,,"Weight of Memory",Dominaria,74,,,,,,,,,0.25
1,,"Windgrace Acolyte",Dominaria,112,,,,,,,,,0.19
1,,"Wizard's Retort",Dominaria,75,,foil,,,,,,,1.48
2,,"Woodland Cemetery",Dominaria,248,,,,,,,,,6.64
1,,"Yavimaya Sapherd",Dominaria,189,,,,,,,,,0.24
1,,"Cast Down","FNM Promos",216,,foil,,,,,,,0.96
3,,"Faithless Looting","Commander Anthology Volume II",96,,,,,,,,,0.80
3,,"Ferocious Zheng","Global Series: Jiang Yanggu and Mu Yanling",28,,,,,,,,,0.24
2,,"Abnormal Endurance","Core Set 2019",85,,,,,,,,,0.25
1,,"Act of Treason","Core Set 2019",127,,,,,,,,,0.19
1,,"Aegis of the Heavens","Core Set 2019",1,,,,,,,,,0.25
1,,"Aerial Engineer","Core Set 2019",211,,,,,,,,,0.25
1,,"Aether Tunnel","Core Set 2019",43,,,,,,,,,0.30
1,,"Aethershield Artificer","Core Set 2019",2,,,,,,,,,0.25
3,,"Ajani's Last Stand","Core Set 2019",4,,,,,,,,,0.33
1,,"Ajani's Pridemate","Core Set 2019",5,,,,,,,,,0.33
4,,"Ajani's Welcome","Core Set 2019",6,,,,,,,,,1.72
1,,"Angel of the Dawn","Core Set 2019",7,,,,,,,,,0.20
1,,Anticipate,"Core Set 2019",44,,,,,,,,,0.20
1,,"Arcane Encyclopedia","Core Set 2019",227,,,,,,,,,0.25
1,,"Aven Wind Mage","Core Set 2019",45,,,,,,,,,0.18
1,,"Aviation Pioneer","Core Set 2019",46,,,,,,,,,0.19
1,,"Blanchwood Armor","Core Set 2019",169,,,,,,,,,0.30
2,,"Blood Divination","Core Set 2019",86,,,,,,,,,0.25
2,,"Boggart Brute","Core Set 2019",131,,,,,,,,,0.18
1,,Bogstomper,"Core Set 2019",87,,,,,,,,,0.19
1,,Bogstomper,"Core Set 2019",87,,foil,,,,,,,0.15
1,,"Bone Dragon","Core Set 2019",88,,,,,,,,,0.88
1,,"Bone to Ash","Core Set 2019",47,,,,,,,,,0.25
1,,"Brawl-Bash Ogre","Core Set 2019",213,,,,,,,,,0.25
1,,"Bristling Boar","Core Set 2019",170,,,,,,,,,0.17
1,,Cancel,"Core Set 2019",48,,,,,,,,,0.20
1,,"Catalyst Elemental","Core Set 2019",132,,,,,,,,,0.19
1,,"Cavalry Drillmaster","Core Set 2019",8,,,,,,,,,0.19
2,,"Child of Night","Core Set 2019",89,,,,,,,,,0.20
1,,"Cinder Barrens","Core Set 2019",248,,,,,,,,,0.25
1,,"Colossal Dreadmaw","Core Set 2019",172,,,,,,,,,0.20
1,,"Colossal Majesty","Core Set 2019",173,,,,,,,,,0.64
1,,"Crash Through","Core Set 2019",133,,,,,,,,,0.25
1,,"Dark-Dweller Oracle","Core Set 2019",134,,,,,,,,,0.50
1,,"Daybreak Chaplain","Core Set 2019",10,,,,,,,,,0.18
1,,"Death Baron","Core Set 2019",90,,,,,,,,,3.98
1,,"Declare Dominance","Core Set 2019",175,,,,,,,,,0.25
1,,"Demon of Catastrophes","Core Set 2019",91,,,,,,,,,0.50
1,,"Departed Deckhand","Core Set 2019",49,,,,,,,,,0.25
1,,"Desecrated Tomb","Core Set 2019",230,,,,,,,,,0.67
1,,"Diregraf Ghoul","Core Set 2019",92,,,,,,,,,0.25
1,,Disperse,"Core Set 2019",50,,,,,,,,,0.19
1,,Divination,"Core Set 2019",51,,,,,,,,,0.19
1,,"Djinn of Wishes","Core Set 2019",52,,,,,,,,,0.30
3,,"Doomed Dissenter","Core Set 2019",93,,,,,,,,,0.21
1,,"Draconic Disciple","Core Set 2019",215,,,,,,,,,0.30
1,,"Dragon Egg","Core Set 2019",138,,,,,,,,,0.25
1,,"Druid of Horns","Core Set 2019",176,,,,,,,,,0.25
1,,"Druid of Horns","Core Set 2019",176,,foil,,,,,,,0.24
1,,"Druid of the Cowl","Core Set 2019",177,,,,,,,,,0.23
4,,"Dryad Greenseeker","Core Set 2019",178,,,,,,,,,0.30
1,,Duress,"Core Set 2019",94,,,,,,,,,0.20
4,,"Dwarven Priest","Core Set 2019",11,,,,,,,,,0.18
1,,Dwindle,"Core Set 2019",53,,,,,,,,,0.18
2,,"Elvish Clancaller","Core Set 2019",179,,,,,,,,,2.27
1,,"Elvish Clancaller","Core Set 2019",179,,foil,,,,,,,3.03
3,,"Elvish Rejuvenator","Core Set 2019",180,,,,,,,,,0.25
1,,"Epicure of Blood","Core Set 2019",95,,,,,,,,,0.24
1,,"Essence Scatter","Core Set 2019",54,,,,,,,,,0.21
1,,"Exclusion Mage","Core Set 2019",55,,,,,,,,,0.30
1,,"Fell Specter","Core Set 2019",96,,,,,,,,,0.49
1,,"Field Creeper","Core Set 2019",234,,,,,,,,,0.20
1,,"Fiery Finish","Core Set 2019",140,,,,,,,,,0.24
1,,"Forest (278)","Core Set 2019",278,,,,,,,,,0.20
1,,"Forest (277)","Core Set 2019",277,,,,,,,,,0.20
1,,"Forest (279)","Core Set 2019",279,,,,,,,,,0.20
1,,"Forest (280)","Core Set 2019",280,,,,,,,,,0.24
1,,"Foul Orchard","Core Set 2019",251,,,,,,,,,0.22
1,,"Foul Orchard","Core Set 2019",251,,foil,,,,,,,0.31
1,,"Gallant Cavalry","Core Set 2019",12,,,,,,,,,0.20
1,,"Ghastbark Twins","Core Set 2019",181,,,,,,,,,0.25
1,,"Ghirapur Guide","Core Set 2019",182,,,,,,,,,0.25
1,,Ghostform,"Core Set 2019",58,,,,,,,,,0.20
1,,"Goblin Instigator","Core Set 2019",142,,,,,,,,,0.40
1,,"Goblin Motivator","Core Set 2019",143,,,,,,,,,0.25
1,,"Goreclaw, Terror of Qal Sisma","Core Set 2019",186,,,,,,,,,4.50
3,,Gravedigger,"Core Set 2019",98,,,,,,,,,0.25
1,,"Greenwood Sentinel","Core Set 2019",187,,,,,,,,,0.19
1,,"Havoc Devils","Core Set 2019",146,,,,,,,,,0.19
4,,"Herald of Faith","Core Set 2019",13,,,,,,,,,0.25
1,,"Hieromancer's Cage","Core Set 2019",14,,,,,,,,,0.25
2,,"Highland Game","Core Set 2019",188,,,,,,,,,0.18
1,,"Hired Blade","Core Set 2019",100,,,,,,,,,0.17
1,,"Horizon Scholar","Core Set 2019",59,,,,,,,,,0.25
2,,"Hostile Minotaur","Core Set 2019",147,,,,,,,,,0.17
1,,"Infectious Horror","Core Set 2019",101,,,,,,,,,0.17
2,,"Infernal Reckoning","Core Set 2019",102,,,,,,,,,0.49
1,,"Infernal Scarring","Core Set 2019",103,,,,,,,,,0.18
2,,"Inspired Charge","Core Set 2019",15,,,,,,,,,0.19
1,,"Invoke the Divine","Core Set 2019",16,,,,,,,,,0.20
1,,"Isareth the Awakener","Core Set 2019",104,,,,,,,,,0.50
1,,"Island (266)","Core Set 2019",266,,,,,,,,,0.25
1,,"Island (265)","Core Set 2019",265,,,,,,,,,0.20
1,,"Island (267)","Core Set 2019",267,,,,,,,,,0.20
1,,Isolate,"Core Set 2019",17,,,,,,,,,0.48
